,Unnamed: 0.2,lat,lon,device_id,station_status,tou_status,url_price,port_count,port_id
0,0,59.034786224365234,-2.905301094055176,1000335565,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000335565,2,1000335565_1
1,1,59.034786224365234,-2.905301094055176,1000335565,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000335565,2,1000335565_2
2,2,58.98225402832031,-2.9737389087677,1000339545,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000339545,2,1000339545_1
3,3,58.98225402832031,-2.9737389087677,1000339545,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000339545,2,1000339545_2
4,4,58.98101425170898,-2.965392112731934,1000339745,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000339745,3,1000339745_1
5,5,58.98101425170898,-2.965392112731934,1000339745,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000339745,3,1000339745_2
6,6,58.98101425170898,-2.965392112731934,1000339745,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000339745,3,1000339745_3
7,7,58.97570037841797,-2.969599962234497,1000335855,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000335855,2,1000335855_1
8,8,58.97570037841797,-2.969599962234497,1000335855,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000335855,2,1000335855_2
9,9,58.97570037841797,-2.969599962234497,1000337145,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000337145,2,1000337145_1
10,10,58.97570037841797,-2.969599962234497,1000337145,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000337145,2,1000337145_2
11,11,58.98158645629883,-2.964169025421143,1000335475,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000335475,2,1000335475_1
12,12,58.98158645629883,-2.964169025421143,1000335475,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000335475,2,1000335475_2
13,13,58.98074722290039,-2.955394983291626,1000340265,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000340265,2,1000340265_1
14,14,58.98074722290039,-2.955394983291626,1000340265,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000340265,2,1000340265_2
15,15,58.98057556152344,-2.956373929977417,1000344425,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000344425,2,1000344425_1
16,16,58.98057556152344,-2.956373929977417,1000344425,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000344425,2,1000344425_2
17,17,58.96498489379883,-3.296092987060547,1000340005,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000340005,2,1000340005_1
18,18,58.96498489379883,-3.296092987060547,1000340005,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000340005,2,1000340005_2
19,19,58.96381759643555,-3.301284074783325,1000340635,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000340635,2,1000340635_1
20,20,58.96381759643555,-3.301284074783325,1000340635,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000340635,2,1000340635_2
21,21,58.963600158691406,-3.301399946212769,1000334325,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000334325,1,1000334325_1
22,22,58.963600158691406,-3.301399946212769,1000338145,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000338145,1,1000338145_1
23,23,58.96686553955078,-2.952436923980713,1000340325,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000340325,2,1000340325_1
24,24,58.96686553955078,-2.952436923980713,1000340325,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000340325,2,1000340325_2
25,25,58.91743087768555,-3.183187007904053,1000339815,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000339815,2,1000339815_1
26,26,58.91743087768555,-3.183187007904053,1000339815,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000339815,2,1000339815_2
27,27,58.824798583984375,-2.956099987030029,1000337155,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000337155,1,1000337155_1
28,28,58.824798583984375,-2.956099987030029,1000337525,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000337525,1,1000337525_1
29,29,58.64332580566406,-3.068794965744019,1011847585,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1011847585,1,1011847585_1
30,30,58.64332580566406,-3.068804979324341,1011847595,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1011847595,1,1011847595_1
31,31,58.64332580566406,-3.068814992904663,1011847605,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1011847605,1,1011847605_1
32,32,58.643314361572266,-3.068804979324341,1011847575,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1011847575,1,1011847575_1
33,33,58.643314361572266,-3.068814992904663,1011847615,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1011847615,1,1011847615_1
34,34,58.64330291748047,-3.068814992904663,1011847625,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1011847625,1,1011847625_1
35,35,58.64366912841797,-3.070727109909058,1000357905,unknown,close,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000357905,2,1000357905_1
36,36,58.64366912841797,-3.070727109909058,1000357905,unknown,close,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000357905,2,1000357905_2
37,37,58.63926315307617,-3.161231994628906,1000334565,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000334565,3,1000334565_1
38,38,58.63926315307617,-3.161231994628906,1000334565,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000334565,3,1000334565_2
39,39,58.63926315307617,-3.161231994628906,1000334565,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000334565,3,1000334565_3
40,40,58.612083435058594,-3.539624929428101,1000334635,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000334635,3,1000334635_1
41,41,58.612083435058594,-3.539624929428101,1000334635,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000334635,3,1000334635_2
42,42,58.612083435058594,-3.539624929428101,1000334635,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000334635,3,1000334635_3
43,43,58.5680046081543,-4.747553825378418,1000339495,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000339495,3,1000339495_1
44,44,58.5680046081543,-4.747553825378418,1000339495,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000339495,3,1000339495_2
45,45,58.5680046081543,-4.747553825378418,1000339495,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000339495,3,1000339495_3
46,46,58.55409240722656,-3.91925311088562,1000339555,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000339555,3,1000339555_1
47,47,58.55409240722656,-3.91925311088562,1000339555,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000339555,3,1000339555_2
48,48,58.55409240722656,-3.91925311088562,1000339555,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000339555,3,1000339555_3
49,49,58.4948844909668,-6.254146099090576,1000336555,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000336555,2,1000336555_1
50,50,58.4948844909668,-6.254146099090576,1000336555,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000336555,2,1000336555_2
51,51,58.48488998413086,-6.255978107452393,1000341685,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000341685,2,1000341685_1
52,52,58.48488998413086,-6.255978107452393,1000341685,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000341685,2,1000341685_2
53,53,58.47690582275391,-4.417801856994629,1000340335,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000340335,3,1000340335_1
54,54,58.47690582275391,-4.417801856994629,1000340335,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000340335,3,1000340335_2
55,55,58.47690582275391,-4.417801856994629,1000340335,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000340335,3,1000340335_3
56,56,58.4410514831543,-3.097186088562012,1000337275,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000337275,1,1000337275_1
57,57,58.4410514831543,-3.097184896469116,1000338965,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000338965,1,1000338965_1
58,58,58.44134140014648,-3.095737934112549,1000334865,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000334865,2,1000334865_1
59,59,58.44134140014648,-3.095737934112549,1000334865,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000334865,2,1000334865_2
60,60,58.44150924682617,-3.092933893203735,1000340475,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000340475,3,1000340475_1
61,61,58.44150924682617,-3.092933893203735,1000340475,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000340475,3,1000340475_2
62,62,58.44150924682617,-3.092933893203735,1000340475,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000340475,3,1000340475_3
63,63,58.351863861083984,-5.150148868560791,1000340885,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000340885,3,1000340885_1
64,64,58.351863861083984,-5.150148868560791,1000340885,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000340885,3,1000340885_2
65,65,58.351863861083984,-5.150148868560791,1000340885,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000340885,3,1000340885_3
66,66,58.32715225219727,-6.682115077972412,1000334655,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000334655,2,1000334655_1
67,67,58.32715225219727,-6.682115077972412,1000334655,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000334655,2,1000334655_2
68,68,58.22108840942383,-6.384410858154297,1000336135,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000336135,2,1000336135_1
69,69,58.22108840942383,-6.384410858154297,1000336135,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000336135,2,1000336135_2
70,70,58.22108840942383,-6.384410858154297,1000337305,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000337305,2,1000337305_1
71,71,58.22108840942383,-6.384410858154297,1000337305,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000337305,2,1000337305_2
72,72,58.20913696289063,-6.378897190093994,1000341005,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000341005,3,1000341005_1
73,73,58.20913696289063,-6.378897190093994,1000341005,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000341005,3,1000341005_2
74,74,58.20913696289063,-6.378897190093994,1000341005,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000341005,3,1000341005_3
75,75,58.20655822753906,-6.380640983581543,1000336245,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000336245,2,1000336245_1
76,76,58.20655822753906,-6.380640983581543,1000336245,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000336245,2,1000336245_2
77,77,58.2130012512207,-6.396516799926758,1000334255,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000334255,1,1000334255_1
78,78,58.1998176574707,-7.013426780700684,1000338425,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000338425,2,1000338425_1
79,79,58.1998176574707,-7.013426780700684,1000338425,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000338425,2,1000338425_2
80,80,58.1460189819336,-5.245241165161133,1011698625,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1011698625,1,1011698625_1
81,81,58.11685943603516,-3.652821063995361,1000339765,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000339765,3,1000339765_1
82,82,58.11685943603516,-3.652821063995361,1000339765,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000339765,3,1000339765_2
83,83,58.11685943603516,-3.652821063995361,1000339765,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000339765,3,1000339765_3
84,84,58.08216094970703,2.099570035934448,1007643025,unknown,close,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1007643025,1,1007643025_1
85,85,57.966941833496094,-4.401105880737305,1000336365,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000336365,3,1000336365_1
86,86,57.966941833496094,-4.401105880737305,1000336365,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000336365,3,1000336365_2
87,87,57.966941833496094,-4.401105880737305,1000336365,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000336365,3,1000336365_3
88,88,57.90172576904297,-6.813834190368652,1000337625,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000337625,2,1000337625_1
89,89,57.90172576904297,-6.813834190368652,1000337625,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000337625,2,1000337625_2
90,90,57.897220611572266,-6.798832893371582,1000337455,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000337455,3,1000337455_1
91,91,57.897220611572266,-6.798832893371582,1000337455,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000337455,3,1000337455_2
92,92,57.897220611572266,-6.798832893371582,1000337455,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000337455,3,1000337455_3
93,93,57.8974210050961,-5.161898492065427,6711805,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=6711805,2,6711805_1
94,94,57.8974210050961,-5.161898492065427,6711805,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=6711805,2,6711805_2
95,95,57.89738868910581,-5.161870791512635,6711775,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=6711775,2,6711775_1
96,96,57.89738868910581,-5.161870791512635,6711775,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=6711775,2,6711775_2
97,97,57.89735986363238,-5.16184576051586,6711825,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=6711825,2,6711825_1
98,98,57.89735986363238,-5.16184576051586,6711825,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=6711825,2,6711825_2
99,99,57.89516830444336,-5.158407211303711,1000340685,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000340685,2,1000340685_1
100,100,57.89516830444336,-5.158407211303711,1000340685,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000340685,2,1000340685_2
101,101,57.89532852172852,-5.160003185272217,1000337825,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000337825,3,1000337825_1
102,102,57.89532852172852,-5.160003185272217,1000337825,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000337825,3,1000337825_2
103,103,57.89532852172852,-5.160003185272217,1000337825,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000337825,3,1000337825_3
104,104,57.86789321899414,-6.939920902252197,1000334485,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000334485,2,1000334485_1
105,105,57.86789321899414,-6.939920902252197,1000334485,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000334485,2,1000334485_2
106,106,57.80590057373047,-4.048250198364258,1001321395,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1001321395,2,1001321395_1
107,107,57.80590057373047,-4.048250198364258,1001321395,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1001321395,2,1001321395_2
108,108,57.81074142456055,-4.055071830749512,1000339725,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000339725,3,1000339725_1
109,109,57.81074142456055,-4.055071830749512,1000339725,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000339725,3,1000339725_2
110,110,57.81074142456055,-4.055071830749512,1000339725,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000339725,3,1000339725_3
111,111,57.76766586303711,-7.015919208526611,1000336995,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000336995,2,1000336995_1
112,112,57.76766586303711,-7.015919208526611,1000336995,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000336995,2,1000336995_2
113,113,57.71979141235352,-3.281692028045654,1000341055,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000341055,2,1000341055_1
114,114,57.71979141235352,-3.281692028045654,1000341055,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000341055,2,1000341055_2
115,115,57.69409942626953,-2.004717111587524,1000339255,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000339255,3,1000339255_1
116,116,57.69409942626953,-2.004717111587524,1000339255,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000339255,3,1000339255_2
117,117,57.69409942626953,-2.004717111587524,1000339255,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000339255,3,1000339255_3
118,118,57.652305603027344,-3.593384027481079,1000336975,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000336975,2,1000336975_1
119,119,57.652305603027344,-3.593384027481079,1000336975,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000336975,2,1000336975_2
120,120,57.64712524414063,-3.319648027420044,1000336075,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000336075,3,1000336075_1
121,121,57.64712524414063,-3.319648027420044,1000336075,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000336075,3,1000336075_2
122,122,57.64712524414063,-3.319648027420044,1000336075,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000336075,3,1000336075_3
123,123,57.628700256347656,-4.257912158966064,1000339585,unknown,close,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000339585,2,1000339585_1
124,124,57.628700256347656,-4.257912158966064,1000339585,unknown,close,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000339585,2,1000339585_2
125,125,57.6197624206543,-4.398273944854736,1000337285,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000337285,2,1000337285_1
126,126,57.6197624206543,-4.398273944854736,1000337285,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000337285,2,1000337285_2
127,127,57.61506652832031,-3.572211980819702,1000340775,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000340775,2,1000340775_1
128,128,57.61506652832031,-3.572211980819702,1000340775,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000340775,2,1000340775_2
129,129,57.60493087768555,-7.162085056304932,1000339755,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000339755,2,1000339755_1
130,130,57.60493087768555,-7.162085056304932,1000339755,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000339755,2,1000339755_2
131,131,57.60124206542969,-7.163856983184814,1000335685,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000335685,3,1000335685_1
132,132,57.60124206542969,-7.163856983184814,1000335685,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000335685,3,1000335685_2
133,133,57.60124206542969,-7.163856983184814,1000335685,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000335685,3,1000335685_3
134,134,57.59502029418945,-4.42855978012085,1000334505,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000334505,3,1000334505_1
135,135,57.59502029418945,-4.42855978012085,1000334505,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000334505,3,1000334505_2
136,136,57.59502029418945,-4.42855978012085,1000334505,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000334505,3,1000334505_3
137,137,57.58492660522461,-4.433181762695312,1000338275,unknown,close,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000338275,2,1000338275_1
138,138,57.58492660522461,-4.433181762695312,1000338275,unknown,close,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000338275,2,1000338275_2
139,139,57.58528900146485,-3.871088027954102,1000335065,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000335065,3,1000335065_1
140,140,57.58528900146485,-3.871088027954102,1000335065,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000335065,3,1000335065_2
141,141,57.58528900146485,-3.871088027954102,1000335065,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000335065,3,1000335065_3
142,142,57.54636683105183,-2.964830411639468,2101015,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=2101015,1,2101015_1
143,143,57.53861618041992,-2.95177698135376,1000340855,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000340855,3,1000340855_1
144,144,57.53861618041992,-2.95177698135376,1000340855,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000340855,3,1000340855_2
145,145,57.53861618041992,-2.95177698135376,1000340855,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000340855,3,1000340855_3
146,146,57.53726577758789,-2.461508989334106,1000335905,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000335905,1,1000335905_1
147,147,57.50265121459961,-1.774191975593567,1011178765,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1011178765,1,1011178765_1
148,148,57.50263977050781,-1.774201989173889,1011178755,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1011178755,1,1011178755_1
149,149,57.49357223510742,-2.44258189201355,1000336385,unknown,close,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000336385,2,1000336385_1
150,150,57.49357223510742,-2.44258189201355,1000336385,unknown,close,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000336385,2,1000336385_2
151,151,57.49603271484375,-1.796327948570251,1000339455,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000339455,3,1000339455_1
152,152,57.49603271484375,-1.796327948570251,1000339455,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000339455,3,1000339455_2
153,153,57.49603271484375,-1.796327948570251,1000339455,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000339455,3,1000339455_3
154,154,57.48609924316406,-1.805647969245911,1009113675,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1009113675,1,1009113675_1
155,155,57.48609924316406,-1.805657982826233,1009113685,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1009113685,1,1009113685_1
156,156,57.48609924316406,-1.805667996406555,1009113695,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1009113695,1,1009113695_1
157,157,57.486087799072266,-1.805657982826233,1009113665,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1009113665,1,1009113665_1
158,158,57.486087799072266,-1.805667996406555,1009113705,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1009113705,1,1009113705_1
159,159,57.48607635498047,-1.805667996406555,1009113715,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1009113715,1,1009113715_1
160,160,57.48514175415039,-4.221829891204834,1000339885,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000339885,2,1000339885_1
161,161,57.48514175415039,-4.221829891204834,1000339885,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000339885,2,1000339885_2
162,162,57.4809455871582,-4.237837791442871,1005494515,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1005494515,1,1005494515_1
163,163,57.47489547729492,-4.231315135955811,1000340515,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000340515,3,1000340515_1
164,164,57.47489547729492,-4.231315135955811,1000340515,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000340515,3,1000340515_2
165,165,57.47489547729492,-4.231315135955811,1000340515,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000340515,3,1000340515_3
166,166,57.47378921508789,-4.229166030883789,1000336345,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000336345,1,1000336345_1
167,167,57.47378921508789,-4.229166030883789,1000338945,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000338945,1,1000338945_1
168,168,57.46960067749024,-4.230945110321045,1011012085,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1011012085,3,1011012085_1
169,169,57.46960067749024,-4.230945110321045,1011012085,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1011012085,3,1011012085_2
170,170,57.46960067749024,-4.230945110321045,1011012085,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1011012085,3,1011012085_3
171,171,57.46968460083008,-4.231039047241211,1011012125,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1011012125,3,1011012125_1
172,172,57.46968460083008,-4.231039047241211,1011012125,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1011012125,3,1011012125_2
173,173,57.46968460083008,-4.231039047241211,1011012125,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1011012125,3,1011012125_3
174,174,57.449951171875,-4.218093872070312,1009100465,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1009100465,1,1009100465_1
175,175,57.44995880126953,-4.21808385848999,1009100475,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1009100475,1,1009100475_1
176,176,57.44995880126953,-4.218093872070312,1009100485,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1009100485,1,1009100485_1
177,177,57.44995880126953,-4.218103885650635,1009100495,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1009100495,1,1009100495_1
178,178,57.44770812988281,-2.789726972579956,1000335275,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000335275,3,1000335275_1
179,179,57.44770812988281,-2.789726972579956,1000335275,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000335275,3,1000335275_2
180,180,57.44770812988281,-2.789726972579956,1000335275,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000335275,3,1000335275_3
181,181,57.44044517736975,-2.766733399473992,2825645,available,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=2825645,1,2825645_1
182,182,57.41111755371094,-6.194342136383057,1000340495,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000340495,3,1000340495_1
183,183,57.41111755371094,-6.194342136383057,1000340495,unknown,open,https://mc.chargepoint.com/map-prod/v3/station/info?deviceId=1000340495,3,1000340495_2
